path,category,size_bytes,proposed_action,confidence,reason
.venv/Lib/site-packages/plotly/graph_objs/ohlc/hoverlabel/,REPRODUCIBILITY_SUPPORT,17365,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/ohlc/increasing/,REPRODUCIBILITY_SUPPORT,4395,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/ohlc/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10148,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/parcats/,REPRODUCIBILITY_SUPPORT,179458,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/parcats/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10164,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/parcats/line/,REPRODUCIBILITY_SUPPORT,95076,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/parcats/line/colorbar/,REPRODUCIBILITY_SUPPORT,33133,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/parcats/line/colorbar/title/,REPRODUCIBILITY_SUPPORT,10176,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/parcoords/,REPRODUCIBILITY_SUPPORT,193009,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/parcoords/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10174,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/parcoords/line/,REPRODUCIBILITY_SUPPORT,95167,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/parcoords/line/colorbar/,REPRODUCIBILITY_SUPPORT,33178,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/parcoords/line/colorbar/title/,REPRODUCIBILITY_SUPPORT,10186,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/parcoords/unselected/,REPRODUCIBILITY_SUPPORT,3885,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/pie/,REPRODUCIBILITY_SUPPORT,148378,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/pie/hoverlabel/,REPRODUCIBILITY_SUPPORT,17360,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/pie/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10143,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/pie/marker/,REPRODUCIBILITY_SUPPORT,20142,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/pie/title/,REPRODUCIBILITY_SUPPORT,17331,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/sankey/,REPRODUCIBILITY_SUPPORT,192372,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/sankey/hoverlabel/,REPRODUCIBILITY_SUPPORT,17375,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/sankey/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10158,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/sankey/link/,REPRODUCIBILITY_SUPPORT,45529,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/sankey/link/hoverlabel/,REPRODUCIBILITY_SUPPORT,17400,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/sankey/node/,REPRODUCIBILITY_SUPPORT,33616,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/sankey/node/hoverlabel/,REPRODUCIBILITY_SUPPORT,17400,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatter/,REPRODUCIBILITY_SUPPORT,312281,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatter/hoverlabel/,REPRODUCIBILITY_SUPPORT,17380,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatter/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10164,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatter/marker/,REPRODUCIBILITY_SUPPORT,123190,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatter/marker/colorbar/,REPRODUCIBILITY_SUPPORT,33178,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatter/marker/colorbar/title/,REPRODUCIBILITY_SUPPORT,10186,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatter/selected/,REPRODUCIBILITY_SUPPORT,6322,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatter/unselected/,REPRODUCIBILITY_SUPPORT,6950,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatter3d/,REPRODUCIBILITY_SUPPORT,378204,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatter3d/hoverlabel/,REPRODUCIBILITY_SUPPORT,17390,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatter3d/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10174,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatter3d/line/,REPRODUCIBILITY_SUPPORT,95167,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatter3d/line/colorbar/,REPRODUCIBILITY_SUPPORT,33178,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatter3d/line/colorbar/title/,REPRODUCIBILITY_SUPPORT,10186,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatter3d/marker/,REPRODUCIBILITY_SUPPORT,115522,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatter3d/marker/colorbar/,REPRODUCIBILITY_SUPPORT,33222,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatter3d/marker/colorbar/title/,REPRODUCIBILITY_SUPPORT,10196,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatter3d/projection/,REPRODUCIBILITY_SUPPORT,10747,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattercarpet/,REPRODUCIBILITY_SUPPORT,258011,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattercarpet/hoverlabel/,REPRODUCIBILITY_SUPPORT,17411,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattercarpet/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10194,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattercarpet/marker/,REPRODUCIBILITY_SUPPORT,123528,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattercarpet/marker/colorbar/,REPRODUCIBILITY_SUPPORT,33310,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattercarpet/marker/colorbar/title/,REPRODUCIBILITY_SUPPORT,10216,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattercarpet/selected/,REPRODUCIBILITY_SUPPORT,6384,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattercarpet/unselected/,REPRODUCIBILITY_SUPPORT,7012,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattergeo/,REPRODUCIBILITY_SUPPORT,252658,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattergeo/hoverlabel/,REPRODUCIBILITY_SUPPORT,17395,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattergeo/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10179,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattergeo/marker/,REPRODUCIBILITY_SUPPORT,123358,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattergeo/marker/colorbar/,REPRODUCIBILITY_SUPPORT,33244,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattergeo/marker/colorbar/title/,REPRODUCIBILITY_SUPPORT,10201,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattergeo/selected/,REPRODUCIBILITY_SUPPORT,6352,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattergeo/unselected/,REPRODUCIBILITY_SUPPORT,6981,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattergl/,REPRODUCIBILITY_SUPPORT,264655,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattergl/hoverlabel/,REPRODUCIBILITY_SUPPORT,17390,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattergl/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10174,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattergl/marker/,REPRODUCIBILITY_SUPPORT,116309,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattergl/marker/colorbar/,REPRODUCIBILITY_SUPPORT,33222,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattergl/marker/colorbar/title/,REPRODUCIBILITY_SUPPORT,10196,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattergl/selected/,REPRODUCIBILITY_SUPPORT,6342,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattergl/unselected/,REPRODUCIBILITY_SUPPORT,6971,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattermap/,REPRODUCIBILITY_SUPPORT,204341,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattermap/hoverlabel/,REPRODUCIBILITY_SUPPORT,17395,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattermap/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10179,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattermap/marker/,REPRODUCIBILITY_SUPPORT,95302,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattermap/marker/colorbar/,REPRODUCIBILITY_SUPPORT,33244,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattermap/marker/colorbar/title/,REPRODUCIBILITY_SUPPORT,10201,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattermap/selected/,REPRODUCIBILITY_SUPPORT,3844,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattermap/unselected/,REPRODUCIBILITY_SUPPORT,4310,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattermapbox/,REPRODUCIBILITY_SUPPORT,204733,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattermapbox/hoverlabel/,REPRODUCIBILITY_SUPPORT,17411,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattermapbox/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10194,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattermapbox/marker/,REPRODUCIBILITY_SUPPORT,95438,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattermapbox/marker/colorbar/,REPRODUCIBILITY_SUPPORT,33310,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattermapbox/marker/colorbar/title/,REPRODUCIBILITY_SUPPORT,10216,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattermapbox/selected/,REPRODUCIBILITY_SUPPORT,3860,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scattermapbox/unselected/,REPRODUCIBILITY_SUPPORT,4326,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatterpolar/,REPRODUCIBILITY_SUPPORT,257848,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatterpolar/hoverlabel/,REPRODUCIBILITY_SUPPORT,17405,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatterpolar/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10189,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatterpolar/marker/,REPRODUCIBILITY_SUPPORT,123470,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatterpolar/marker/colorbar/,REPRODUCIBILITY_SUPPORT,33288,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatterpolar/marker/colorbar/title/,REPRODUCIBILITY_SUPPORT,10211,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatterpolar/selected/,REPRODUCIBILITY_SUPPORT,6373,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatterpolar/unselected/,REPRODUCIBILITY_SUPPORT,7002,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatterpolargl/,REPRODUCIBILITY_SUPPORT,235112,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatterpolargl/hoverlabel/,REPRODUCIBILITY_SUPPORT,17416,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatterpolargl/legendgrouptitle/,REPRODUCIBILITY_SUPPORT,10199,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatterpolargl/marker/,REPRODUCIBILITY_SUPPORT,116565,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatterpolargl/marker/colorbar/,REPRODUCIBILITY_SUPPORT,33332,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatterpolargl/marker/colorbar/title/,REPRODUCIBILITY_SUPPORT,10221,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
.venv/Lib/site-packages/plotly/graph_objs/scatterpolargl/selected/,REPRODUCIBILITY_SUPPORT,6394,KEEP,MEDIUM,local environment retained because post-cleanup validation uses it
